host_timestamp,sensor_datetime_utc,pressure_raw_pa,pressure_hpa,temperature_raw,temperature_c,humidity_raw,relative_humidity_ratio,relative_humidity_pct,humidity_temperature_raw,humidity_temperature_c,longitude_raw,longitude_deg,latitude_raw,latitude_deg,altitude_raw_mm,altitude_m,satellites,adc_1,adc_2,adc_3,adc_4,adc_5,adc_6,adc_7,adc_8,parse_ok,raw_data,raw_hex
2026-08-26T19:11:35.599+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,False,\x00,00
2026-08-26T19:11:36.077+01:00,2015-10-18T00:01:45Z,95223,952.23,2444,24.44,281,0.281,28.1,2589,25.89,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095223,+2444,+0281,+2589,2015/10/18,00:01:45,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 32 33 2c 2b 32 34 34 34 2c 2b 30 32 38 31 2c 2b 32 35 38 39 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 34 35 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:11:37.081+01:00,2015-10-18T00:01:46Z,95219,952.19,2441,24.41,281,0.281,28.1,2589,25.89,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095219,+2441,+0281,+2589,2015/10/18,00:01:46,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 31 39 2c 2b 32 34 34 31 2c 2b 30 32 38 31 2c 2b 32 35 38 39 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 34 36 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:11:38.074+01:00,2015-10-18T00:01:47Z,95222,952.22,2444,24.44,281,0.281,28.1,2589,25.89,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095222,+2444,+0281,+2589,2015/10/18,00:01:47,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 32 32 2c 2b 32 34 34 34 2c 2b 30 32 38 31 2c 2b 32 35 38 39 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 34 37 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:11:39.081+01:00,2015-10-18T00:01:48Z,95221,952.21,2442,24.42,282,0.282,28.199999999999996,2586,25.86,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095221,+2442,+0282,+2586,2015/10/18,00:01:48,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 32 31 2c 2b 32 34 34 32 2c 2b 30 32 38 32 2c 2b 32 35 38 36 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 34 38 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:11:40.073+01:00,2015-10-18T00:01:49Z,95220,952.2,2442,24.42,282,0.282,28.199999999999996,2586,25.86,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095220,+2442,+0282,+2586,2015/10/18,00:01:49,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 32 30 2c 2b 32 34 34 32 2c 2b 30 32 38 32 2c 2b 32 35 38 36 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 34 39 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:11:41.082+01:00,2015-10-18T00:01:50Z,95216,952.16,2440,24.4,282,0.282,28.199999999999996,2588,25.88,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095216,+2440,+0282,+2588,2015/10/18,00:01:50,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 31 36 2c 2b 32 34 34 30 2c 2b 30 32 38 32 2c 2b 32 35 38 38 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 35 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:11:42.075+01:00,2015-10-18T00:01:51Z,95222,952.22,2443,24.43,282,0.282,28.199999999999996,2585,25.85,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095222,+2443,+0282,+2585,2015/10/18,00:01:51,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 32 32 2c 2b 32 34 34 33 2c 2b 30 32 38 32 2c 2b 32 35 38 35 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 35 31 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:11:43.081+01:00,2015-10-18T00:01:52Z,95218,952.18,2441,24.41,282,0.282,28.199999999999996,2585,25.85,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095218,+2441,+0282,+2585,2015/10/18,00:01:52,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 31 38 2c 2b 32 34 34 31 2c 2b 30 32 38 32 2c 2b 32 35 38 35 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 35 32 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:11:44.074+01:00,2015-10-18T00:01:53Z,95218,952.18,2443,24.43,282,0.282,28.199999999999996,2584,25.84,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095218,+2443,+0282,+2584,2015/10/18,00:01:53,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 32 31 38 2c 2b 32 34 34 33 2c 2b 30 32 38 32 2c 2b 32 35 38 34 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 30 31 3a 35 33 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
