host_timestamp,sensor_datetime_utc,pressure_raw_pa,pressure_hpa,temperature_raw,temperature_c,humidity_raw,relative_humidity_ratio,relative_humidity_pct,humidity_temperature_raw,humidity_temperature_c,longitude_raw,longitude_deg,latitude_raw,latitude_deg,altitude_raw_mm,altitude_m,satellites,adc_1,adc_2,adc_3,adc_4,adc_5,adc_6,adc_7,adc_8,parse_ok,raw_data,raw_hex
2026-08-26T19:48:34.446+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,False,\x00,00
2026-08-26T19:48:35.089+01:00,2015-10-18T00:38:44Z,95188,951.88,2407,24.07,294,0.294,29.4,2553,25.53,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095188,+2407,+0294,+2553,2015/10/18,00:38:44,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 38 38 2c 2b 32 34 30 37 2c 2b 30 32 39 34 2c 2b 32 35 35 33 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 34 34 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:48:36.082+01:00,2015-10-18T00:38:45Z,95195,951.95,2410,24.1,295,0.295,29.5,2554,25.54,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095195,+2410,+0295,+2554,2015/10/18,00:38:45,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 39 35 2c 2b 32 34 31 30 2c 2b 30 32 39 35 2c 2b 32 35 35 34 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 34 35 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:48:37.088+01:00,2015-10-18T00:38:46Z,95193,951.93,2411,24.11,295,0.295,29.5,2553,25.53,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095193,+2411,+0295,+2553,2015/10/18,00:38:46,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 39 33 2c 2b 32 34 31 31 2c 2b 30 32 39 35 2c 2b 32 35 35 33 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 34 36 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:48:38.082+01:00,2015-10-18T00:38:47Z,95192,951.92,2409,24.09,295,0.295,29.5,2553,25.53,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095192,+2409,+0295,+2553,2015/10/18,00:38:47,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 39 32 2c 2b 32 34 30 39 2c 2b 30 32 39 35 2c 2b 32 35 35 33 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 34 37 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:48:39.087+01:00,2015-10-18T00:38:48Z,95190,951.9,2411,24.11,295,0.295,29.5,2553,25.53,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095190,+2411,+0295,+2553,2015/10/18,00:38:48,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 39 30 2c 2b 32 34 31 31 2c 2b 30 32 39 35 2c 2b 32 35 35 33 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 34 38 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:48:40.093+01:00,2015-10-18T00:38:49Z,95195,951.95,2411,24.11,295,0.295,29.5,2553,25.53,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095195,+2411,+0295,+2553,2015/10/18,00:38:49,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 39 35 2c 2b 32 34 31 31 2c 2b 30 32 39 35 2c 2b 32 35 35 33 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 34 39 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:48:41.085+01:00,2015-10-18T00:38:50Z,95190,951.9,2411,24.11,295,0.295,29.5,2553,25.53,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095190,+2411,+0295,+2553,2015/10/18,00:38:50,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 39 30 2c 2b 32 34 31 31 2c 2b 30 32 39 35 2c 2b 32 35 35 33 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 35 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:48:42.093+01:00,2015-10-18T00:38:51Z,95191,951.91,2411,24.11,295,0.295,29.5,2553,25.53,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095191,+2411,+0295,+2553,2015/10/18,00:38:51,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 39 31 2c 2b 32 34 31 31 2c 2b 30 32 39 35 2c 2b 32 35 35 33 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 35 31 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
2026-08-26T19:48:43.085+01:00,2015-10-18T00:38:52Z,95189,951.89,2408,24.08,295,0.295,29.5,2553,25.53,0,0.0,0,0.0,-17000,-17.0,0,,,,,,,,,True,"XQ,+095189,+2408,+0295,+2553,2015/10/18,00:38:52,+0000000000,+0000000000,-00017000,00",58 51 2c 2b 30 39 35 31 38 39 2c 2b 32 34 30 38 2c 2b 30 32 39 35 2c 2b 32 35 35 33 2c 32 30 31 35 2f 31 30 2f 31 38 2c 30 30 3a 33 38 3a 35 32 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2b 30 30 30 30 30 30 30 30 30 30 2c 2d 30 30 30 31 37 30 30 30 2c 30 30
